cities;code_com;traffic_dir;level_0;index;Web_Adult;Tor;YouTube;c;pop;Tor_to_darknet_share;Pornography_in_darknet_URL_share;Child_pornography_to_pornography_in_darknet_URL_share;cpc;cpc_per_1000;log_cpc;log_cpc_per_1000;yt_per_1000;wa_per_1000;tor_per_1000;log_yt_per_1000;log_wa_per_1000;log_tor_per_1000;sv_19;sv_17_21;sv_com_19;sv_com_17_21
Bordeaux;33312;DL;1378937179;1378937179;681111966.0;18372725.0;42506156566.0;0.0014736649660435145;8456;11;0.41705436279529645;0.4150197628458498;27075.24116325183;3201.89701552174;10.206374979059508;1.206997987116782;5026745100.047303;80547772.70577104;2172744.205298013;2.894147914233917;2.4053024201390953;1.9780484609595947;0.781463555819974;0.6695682759776752;;0.510933987328837
Bordeaux;33318;DL;1378320216;1378320216;3818596316.0;146950590.0;246321014958.0;0.0014188969935841555;61859;11;0.41705436279529645;0.4150197628458498;208507.75035641788;3370.693841743608;12.24773149150336;0.19799433375100406;3981975378.813107;61730650.608642235;2375573.3199696084;0.4240272468200216;0.3566683705764997;0.30400761353711214;0.613073798758526;0.6897901257612312;0.613073798758526;0.6897901257612312
Bordeaux;33322;DL;1378270138;1378270138;3119152.0;402154.0;494511615.0;0.0009961699291149207;6546;11;0.41705436279529645;0.4150197628458498;400.6137216732818;61.199774163348884;5.992997675449103;0.91552057370136;75544090.28414299;476497.40299419494;61435.07485487321;3.058215887125464;2.2843067106585626;1.971370360345266;0.781463555819974;0.7813523831204224;;
Bordeaux;33339;DL;1365935569;1365935569;415326.0;677.0;20083984.0;5.025475185773603e-05;1384;11;0.41705436279529645;0.4150197628458498;0.034022467007687296;0.0245827073754966;-3.3807341782506835;-2.442727007406563;14511549.132947978;300091.0404624278;489.16184971098266;12.149879508296506;9.347412596101695;4.70930005268228;0.781463555819974;0.7813523831204224;;
Bordeaux;33366;DL;1368127722;1368127722;526946.0;7536.0;47642788.0;0.00016300529956393627;11127;11;0.41705436279529645;0.4150197628458498;1.2284079375138237;0.11039884402928227;0.20571897123234775;0.01848826918597535;4281728.048890087;47357.41889098589;677.2715017524939;1.588859694705601;1.18404361961717;0.8023228917278871;1.21241513094083;0.8675426981445937;1.21241513094083;1.21241513094083
Bordeaux;33376;DL;1378029713;1378029713;604282908.0;36253544.0;33890450413.0;0.0009492184165669961;7147;11;0.41705436279529645;0.4150197628458498;34412.531630621925;4814.961750471796;10.446176068611265;1.461616911796735;4741912748.425913;84550567.7906814;5072554.078634392;3.3925282094468607;2.8290965491768394;2.4354341262072845;0.781463555819974;0.7813523831204224;;
Bordeaux;33397;DL;1371273740;1371273740;15431285.0;1368744.0;1109317710.0;0.0005555075407586505;4547;11;0.41705436279529645;0.4150197628458498;760.3476133681584;167.219620270103;6.633775714722015;1.458934619468224;243966947.43787113;3393728.8321970534;301021.33274686604;4.580385086343619;3.64018198816754;3.107412379365669;0.781463555819974;0.7813523831204224;;
Bordeaux;33415;DL;1368250602;1368250602;287582.0;921.0;18826565.0;0.00017857040878079135;1845;11;0.41705436279529645;0.4150197628458498;0.16446334648710884;0.08914002519626495;-1.805067551311809;-0.9783563963749642;10204100.27100271;155871.00271002713;499.1869918699187;9.079013258712697;6.812608843330135;3.699436334013716;0.781463555819974;0.7813523831204224;;
Bordeaux;33422;DL;1377142753;1377142753;10774817.0;403153.0;576498846.0;0.0010093823558040157;8156;11;0.41705436279529645;0.4150197628458498;406.9355248894563;49.89400746560278;6.008654757388512;0.7367158849176694;70684017.41049534;1321090.85335949;49430.23540951447;2.4733305414341316;1.9853754548861156;1.582524696111386;0.781463555819974;0.7813523831204224;;
Bordeaux;33433;DL;1372323254;1372323254;4198839.0;116255.0;564040123.0;0.0004795210445605039;9375;11;0.41705436279529645;0.4150197628458498;55.74671903538138;5.946316697107347;4.020818557225124;0.42888731277067993;60164279.78666667;447876.16000000003;12400.533333333333;2.1494011676803115;1.626700652423333;1.2441110755495843;0.781463555819974;0.7813523831204224;;
Bordeaux;33434;DL;1379514489;1379514489;387910644.0;8628787.0;20467469056.0;0.0014042818147520203;2158;11;0.41705436279529645;0.4150197628458498;12117.24866746864;5615.036453877961;9.402385226218572;4.35699037359526;9484462027.803522;179754700.64874884;3998511.121408712;11.001901106280568;9.164173110331602;7.400655466627135;0.781463555819974;0.7813523831204224;;
Bordeaux;33449;DL;1378670218;1378670218;1237027429.0;119415046.0;90986702985.0;0.0009824264454996203;30956;11;0.41705436279529645;0.4150197628458498;117316.49918095364;3789.782245152915;11.672630682729306;0.3770716721388198;2939226740.6964726;39960829.20920016;3857573.5237110737;0.8151563254859344;0.67631402971697;0.6007919551745733;0.534456740442656;0.5196558825198816;0.534456740442656;0.5196558825198816
Bordeaux;33487;DL;1375791363;1375791363;148628777.0;1193920.0;12643807463.0;0.0006869529724874005;1011;11;0.41705436279529645;0.4150197628458498;820.1668929121572;811.2432175194433;6.709507847490952;6.636506278428242;12506238835.806133;147011648.86251238;1180929.7725024729;23.00735252586062;18.6122278195889;13.840506992101812;0.781463555819974;0.7813523831204224;;
Bordeaux;33494;DL;1373908992;1373908992;1157373.0;74667.0;86167579.0;0.0007237330025764645;996;11;0.41705436279529645;0.4150197628458498;54.03897210337687;54.25599608772779;3.9897054918780994;4.0057284055001;86513633.53413655;1162021.0843373493;74966.86746987952;18.345185292365795;14.017734276807701;11.265856934181544;0.781463555819974;0.7813523831204224;;
Bordeaux;33519;DL;1374514274;1374514274;408388478.0;9473979.0;38283202901.0;0.0010032761545855939;10082;11;0.41705436279529645;0.4150197628458498;9505.01721974467;942.7709997763012;9.15957506657209;0.9085077431632702;3797183386.332077;40506692.918071814;939692.4221384646;2.4170082394744146;1.9666464423051055;1.5933405619788334;0.781463555819974;0.7813523831204224;;
Bordeaux;33522;DL;1378128010;1378128010;1545293510.0;228036486.0;171738197132.0;0.0013226286144404026;42712;11;0.41705436279529645;0.4150197628458498;301607.58152003825;7061.424927890013;12.616882052465902;0.2953943166432361;4020841850.8147593;36179376.05356809;5338932.524817382;0.605666722337432;0.4953755315453117;0.4505763298471544;0.775901414879051;0.8805162055021274;0.775901414879051;0.8805162055021274
Bordeaux;33535;DL;1376540607;1376540607;10491251.0;293370.0;527655476.0;0.0009620885337081125;4557;11;0.41705436279529645;0.4150197628458498;282.24791313394894;61.93722034978032;5.642785809322895;1.2382676781485396;115790097.87140663;2302227.561992539;64377.8801843318;4.407275427061457;3.547520787732433;2.762604759704725;0.781463555819974;0.7813523831204224;;
Bordeaux;33550;DL;1379876078;1379876078;1891597869.0;120996255.0;137610566174.0;0.0012848999948831383;32750;11;0.41705436279529645;0.4150197628458498;155468.0874303789;4747.117173446683;11.954195764011676;0.36501361111486036;4201849348.8244276;57758713.55725191;3694542.13740458;0.7831356808718399;0.6522347402190484;0.5682830580967578;0.707405996626218;0.6269881039703736;0.707405996626218;0.6269881039703736
Bordeaux;33554;DL;1371078824;1371078824;1244790.0;12387.0;59434168.0;0.0006355432422809414;2786;11;0.41705436279529645;0.4150197628458498;7.872474142134021;2.825726540608048;2.0633723894063873;0.7406218196002826;21333154.34314429;446801.8664752333;4446.159368269921;6.425118391174854;5.037500861075008;3.3827720080955492;0.781463555819974;0.7813523831204224;;
Clermont-Ferrand;63014;DL;1161827535;1161827535;420232453.0;15824501.0;28056497020.0;0.0009469413169838797;10185;11;0.41705436279529645;0.4150197628458498;14984.873817552721;1471.2689069762123;9.614796559131575;0.9440153715396735;2754687974.4722633;41259936.47520864;1553706.529209622;2.3620506691125276;1.9495649067906984;1.6275964647139805;0.550256786500367;0.642106682486222;0.550256786500367;0.718970073967816
Clermont-Ferrand;63019;DL;1161040271;1161040271;141526485.0;10771866.0;7858345134.0;0.0007798454907133968;4027;11;0.41705436279529645;0.4150197628458498;8400.391126668956;2086.017165798102;9.036033546446081;2.243862315978664;1951414237.3975663;35144396.57313137;2674910.851750683;5.658018842431637;4.660540707891168;4.0209705222691525;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63026;DL;1155963224;1155963224;1449471.0;28650.0;67429583.0;0.00035494430464271264;2337;11;0.41705436279529645;0.4150197628458498;10.169154328013716;4.351371128803473;2.3193590530153787;0.9924514561469314;28853052.20367993;620227.2143774069;12259.306803594352;7.713562001070017;6.07047891324124;4.391488541781295;0.6728825020569552;0.434690406863974;;0.0
Clermont-Ferrand;63032;DL;1160688835;1160688835;415847509.0;6941813.0;14497053028.0;0.0008652214039507288;10976;11;0.41705436279529645;0.4150197628458498;6006.20518982342;547.2125719591309;8.700548412099458;0.7926884486242218;1320795647.5947523;37886981.50510204;632453.8083090378;2.1316701190113636;1.8081112596683997;1.4352290030574941;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63034;DL;1156451151;1156451151;904090.0;11702.0;48264075.0;0.00041298765834494146;1473;11;0.41705436279529645;0.4150197628458498;4.832781577952505;3.280910779329603;1.5754221979564058;1.0695330603913142;32765835.0305499;613774.60964019;7944.331296673456;12.010996641585054;9.310715676809856;6.359480683196321;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63042;DL;1161703132;1161703132;91845607.0;1501223.0;7839503621.0;0.000945574540820393;3735;11;0.41705436279529645;0.4150197628458498;1419.518248894013;380.05843343882543;7.258072831690914;1.9432591249507132;2098930019.0093708;24590523.962516733;401933.8688085676;6.099716561086044;4.909135084471543;3.8077083446324256;0.6728825020569552;0.434690406863974;;0.0
Clermont-Ferrand;63063;DL;1160141472;1160141472;302072782.0;6282482.0;17309234494.0;0.0007503552782725524;8275;11;0.41705436279529645;0.4150197628458498;4714.093529352302;569.6789763567737;8.4583119240613;1.022152498375988;2091750392.0241692;36504263.6858006;759212.3262839878;2.848882898104838;2.3596590388281946;1.8916345236609435;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63069;DL;1157619856;1157619856;68741174.0;377579.0;2540087495.0;0.00033521549964518686;5330;11;0.41705436279529645;0.4150197628458498;126.57033314053001;23.746779200849907;4.8407981468663905;0.9082172883426624;476564257.9737336;12897030.769230768;70840.33771106943;4.062938905109563;3.3857146169020553;2.4092936392683235;0.6728825020569552;0.434690406863974;;0.0
Clermont-Ferrand;63070;DL;1162820505;1162820505;593919790.0;73904055.0;39997771282.0;0.0010625063097120652;6372;11;0.41705436279529645;0.4150197628458498;78523.5247508075;12323.21480709471;11.271153537230147;1.7688564873242538;6277114137.162586;93207751.09855618;11598250.941619586;3.831150278022292;3.1704731378749247;2.843420944108749;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63071;DL;1155678875;1155678875;367864.0;16362.0;23223033.0;0.00029582321112282573;692;11;0.41705436279529645;0.4150197628458498;4.840259380391674;6.994594480334789;1.57696831028261;2.2788559397147545;33559296.24277457;531595.3757225433;23644.50867052023;24.509617262802006;18.519463271138182;14.021267127274053;0.0;0.0;0.0;0.0
Clermont-Ferrand;63075;DL;1161868685;1161868685;421552169.0;63688418.0;39538888093.0;0.0003677834226451854;17282;11;0.41705436279529645;0.4150197628458498;23423.544354897233;1355.372315408936;10.061496964509738;0.5821951721160593;2287865298.7501445;24392556.937854413;3685245.804883694;1.411905481612441;1.1491409615563501;1.039782043917072;1.33132669599444;0.7315637742029608;1.33132669599444;0.7315637742029608
Clermont-Ferrand;63083;DL;1159132653;1159132653;4750357.0;257603.0;273859566.0;0.0008213596361984477;948;11;0.41705436279529645;0.4150197628458498;211.58470636362873;223.19061852703453;5.354625421207771;5.648339051906931;288881398.73417723;5010925.105485232;271733.1223628692;20.49380379759048;16.217015117174416;13.142589577117358;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63084;DL;1160005554;1160005554;5899113.0;314314.0;405013849.0;0.0009293944955048705;1671;11;0.41705436279529645;0.4150197628458498;292.12170146011783;174.8184927948042;5.677170501259518;3.397468881663386;242378126.2716936;3530289.0484739677;188099.34171155;11.860820957239918;9.329929717888007;7.575193156926076;0.0;0.30011390645258296;0.0;0.0
Clermont-Ferrand;63099;DL;1159824932;1159824932;188023610.0;3157839.0;10351857063.0;0.0007541119729853189;3179;11;0.41705436279529645;0.4150197628458498;2381.3641986599864;749.0922298395678;7.7754287951676035;2.4458725370140306;3256324964.7687955;59145520.60396351;993343.5042466184;7.253989231500351;5.993104151624869;4.707580525594265;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63113;DL;1163225194;1163225194;4417195821.0;364541353.0;256832242858.0;0.0006307742490566838;142686;11;0.41705436279529645;0.4150197628458498;229943.29818868247;1611.5337046990066;12.345588027897488;0.08652277047431063;1799982078.5360863;30957457.781422146;2554850.1815174576;0.18412240133707097;0.15564786245365603;0.13816457504086616;1.06177932573631;1.0040225586400127;1.06177932573631;1.0040225586400127
Clermont-Ferrand;63124;DL;1162384420;1162384420;994924064.0;15084494.0;26625257663.0;0.0010121353398208062;20126;11;0.41705436279529645;0.4150197628458498;15267.549460714912;758.5983037222951;9.633484904700028;0.4786586954536434;1322928434.015701;49434764.18563053;749502.8321574084;1.1927420321182918;1.0294234808020764;0.8212848000972782;0.787324082275367;0.581810565389277;0.787324082275367;0.581810565389277
Clermont-Ferrand;63141;DL;1161749083;1161749083;271601385.0;37056088.0;18933514287.0;0.0004482302807330605;2006;11;0.41705436279529645;0.4150197628458498;16609.660727108992;8279.990392377364;9.717739776577478;4.844336877655772;9438441818.045862;135394508.97308075;18472626.121635094;11.796709586925079;9.680880385367255;8.687907883696958;0.6728825020569552;0.434690406863974;;0.0
Clermont-Ferrand;63164;DL;1161699071;1161699071;614506089.0;14846584.0;24544490557.0;0.0008625086214676048;10534;11;0.41705436279529645;0.4150197628458498;12805.306699342998;1215.616736220144;9.457614949876898;0.8978180130887506;2330025684.1655593;58335493.54471236;1409396.6204670588;2.271098656613963;1.921048926883451;1.5676172738827747;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63193;DL;1162085989;1162085989;343673756.0;11305294.0;18401830079.0;0.0006945831132892277;8306;11;0.41705436279529645;0.4150197628458498;7852.466303170027;945.3968580748888;8.96858294018042;1.0797716036817264;2215486404.888033;41376565.8560077;1361099.6869732724;2.84561954700586;2.36638615237375;1.955307207987961;0.6728825020569552;0.6454150449695064;;
Clermont-Ferrand;63200;DL;1155533406;1155533406;343947.0;14210.0;28984344.0;0.0006010899070298469;919;11;0.41705436279529645;0.4150197628458498;8.541487578894126;9.29432815984127;2.1449351821972944;2.3339882287239333;31539003.264417846;374262.2415669206;15462.459194776931;18.696698999024793;13.87186382450286;10.404462699772738;0.0;0.2107246381055324;0.0;0.0
Clermont-Ferrand;63203;DL;1154106562;1154106562;3477262.0;33871.0;287812102.0;0.00017265401939396298;1137;11;0.41705436279529645;0.4150197628458498;5.84796429089292;5.1433283121309765;1.7660936162203733;1.5532925384523952;253132895.33861038;3058277.9243623572;29789.797713280564;17.130886896717865;13.246926790207889;9.173539551476743;0.0;0.2107246381055324;0.0;0.0
